Coll,Int,Wea,CRASH_NUM1,TrWay,PSL,Align,TCD,CF
Angle,Not an Intersection,Others,2020_121851,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Rear,Four-Way Intersection,Others,2020_121853,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,T-Intersection,Others,2020_121855,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,Not an Intersection,Others,2020_121856,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121864,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Others,2020_121868,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_121870,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121876,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Others,2020_121876,Two-Way Divided,45 MPH,Straight,Traffic control signal,Making a U-turn
Angle,Not an Intersection,Others,2020_121884,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121886,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Others,2020_121893,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121901,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121902,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121902,Two-Way Divided,45 MPH,Straight,No Controls,Others
Front-to-Rear,Four-Way Intersection,Others,2020_121906,Two-Way Divided,45 MPH,Straight,Traffic control signal,Changing Lanes/Overtaking
Angle,Four-Way Intersection,Others,2020_121911,Two-Way Divided,30 MPH,Straight,Stop Sign,Others
Angle,Four-Way Intersection,Others,2020_121915,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121918,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Others,T-Intersection,Others,2020_121919,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121922,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_121926,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_121926,Two-Way Divided,45 MPH,Straight,No Controls,Others
Angle,T-Intersection,Others,2020_121933,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_121943,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_121944,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121944,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121947,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
Sideswipe,Four-Way Intersection,Others,2020_121962,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121967,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121967,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121970,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_121971,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121986,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Others,2020_122001,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Sideswipe,Not an Intersection,Others,2020_122007,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Others,2020_122016,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122023,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Others,2020_122024,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_122024,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Others,2020_122033,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Others,2020_122033,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122046,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122046,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_122066,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_122066,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_122080,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_122088,Two-Way Divided,45 MPH,Straight,Traffic control signal,Making a U-turn
Angle,T-Intersection,Others,2020_122088,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122091,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122098,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_122109,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_122114,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122117,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Unknown
Angle,Four-Way Intersection,Others,2020_122120,Two-Way Divided,25 MPH,Straight,Traffic control signal,Turning
Sideswipe,Not an Intersection,Others,2020_122133,Two-Way Divided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
Angle,Four-Way Intersection,Others,2020_122139,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_122143,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Angle,Not an Intersection,Others,2020_122155,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122158,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Others,2020_122160,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122162,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_122168,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122172,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122181,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122181,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Others,2020_122188,Driveway Access,No Statutory Limit,Driveway Access,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_122191,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_122192,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122197,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_122214,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122214,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122214,Two-Way Divided,35 MPH,Straight,Traffic control signal,Others
Angle,Not an Intersection,Others,2020_122219,Two-Way Divided,45 MPH,Straight,No Controls,Making a U-turn
Angle,Four-Way Intersection,Others,2020_122222,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_122225,Two-Way Divided,45 MPH,Straight,Traffic control signal,Unknown
Angle,Four-Way Intersection,Others,2020_122225,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_122230,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122236,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122236,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Angle,Four-Way Intersection,Others,2020_122238,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_122243,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122257,Two-Way Divided,30 MPH,Straight,Stop Sign,Going Straight
Sideswipe,Not an Intersection,Others,2020_122260,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_122272,Two-Way Undivided,45 MPH,Curve,No Controls,Turning
Angle,T-Intersection,Others,2020_122275,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Others,2020_122280,Two-Way Undivided,10 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_122283,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_122285,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122285,Two-Way Divided,25 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_122310,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122310,Two-Way Divided,35 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_122315,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Front-to-Rear,Four-Way Intersection,Others,2020_122318,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Angle,T-Intersection,Others,2020_122323,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,Y-Intersection,Others,2020_122326,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,T-Intersection,Others,2020_122331,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Others,2020_122335,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122352,Two-Way Divided,40 MPH,Straight,No Controls,Turning
Front-to-Front,T-Intersection,Others,2020_122358,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,T-Intersection,Others,2020_122358,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122361,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122361,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_122362,Two-Way Undivided,25 MPH,Straight,Stop Sign,Others
Angle,T-Intersection,Others,2020_122363,Two-Way Divided,45 MPH,Straight,Stop Sign,Turning
Angle,Not an Intersection,Others,2020_122372,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122381,Two-Way Divided,30 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122381,Two-Way Divided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122381,Two-Way Divided,30 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122383,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122387,Two-Way Undivided,20 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Others,2020_122404,Two-Way Divided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_122406,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_122416,Two-Way Divided,45 MPH,Straight,Traffic control signal,Changing Lanes/Overtaking
Angle,Four-Way Intersection,Others,2020_122416,Two-Way Divided,45 MPH,Straight,Traffic control signal,Accelerating/Decelerating
Angle,Four-Way Intersection,Others,2020_122419,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122426,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122434,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122434,Two-Way Undivided,45 MPH,Straight,No Controls,Accelerating/Decelerating
Front-to-Front,Four-Way Intersection,Others,2020_122441,Two-Way Divided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
Front-to-Front,Four-Way Intersection,Others,2020_122441,Two-Way Divided,35 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Others,2020_122447,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Others,2020_122450,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_122455,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_122455,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122457,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_122457,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Others,2020_122464,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122467,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122480,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122480,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122484,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122497,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122497,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122500,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122500,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Others
Angle,T-Intersection,Others,2020_122510,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_122515,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Front-to-Front,T-Intersection,Others,2020_122521,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_122523,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122525,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_122526,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122544,Two-Way Undivided,40 MPH,Straight,No Controls,Changing Lanes/Overtaking
Front-to-Front,Not an Intersection,Others,2020_122544,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_122546,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_122551,Two-Way Divided,25 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_122559,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122566,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_122573,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_122585,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Sideswipe,Not an Intersection,Others,2020_122589,Two-Way Undivided,30 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Others,2020_122591,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122591,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_122593,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122599,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_122600,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_122606,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_122608,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
